id,Runs_Scored,Extra_runs,id,Bowler,Striker,strike_position,playerout,wickets,matchdatesk,bowlingteamsk,battingteamsk,matchdate,total_runs,high_runs,bat_skill,bat_Experience,cumulative_overs,bowl_skill,bowl_experience,innings,striker_dob,bowler_dob,matchyear,striker_age,bowler_age,is2017,2013,over,spin,BowlerType,batting_hand
"734052,2,09",10,0,"734052,2,09",392,2,4.0,0,0,20140530,3,2,5/30/2014,10,False,81.0,380.0,0,12.0,34.0,2,1974,1994,2014,40,20,0,0,9,1,leg_spin,Right-hand bat
"980940,1,06",0,0,"980940,1,06",460,345,2.0,0,1,20160423,10,3,4/23/2016,0,False,23.0,119.0,0,18.0,64.0,1,1991,1992,2016,25,24,0,0,6,0,pace,Right-hand bat
"733994,2,01",1,1,"733994,2,01",299,85,1.0,0,1,20140508,10,4,5/8/2014,2,False,80.0,505.0,0,98.0,333.0,2,1982,1984,2014,32,30,0,0,1,0,pace,Right-hand bat
"392229,2,14",9,0,"392229,2,14",186,52,4.0,0,0,20090514,2,1,5/14/2009,9,False,32.0,138.0,0,46.0,182.0,2,1971,1986,2009,38,23,0,0,14,1,off_spin,Right-hand bat
"419149,1,12",3,1,"419149,1,12",175,1,1.0,1,1,20100407,5,0,4/7/2010,4,False,30.0,223.0,0,30.0,131.0,1,1981,1979,2010,29,31,0,0,12,1,off_spin,Left-hand bat
"980930,2,10",10,0,"980930,2,10",305,96,3.0,1,0,20160419,3,0,4/19/2016,10,False,69.0,343.0,0,12.0,54.0,2,1974,1989,2016,42,27,0,0,10,1,off_spin,Right-hand bat
"392234,1,11",5,0,"392234,1,11",54,26,5.0,0,0,20090517,7,3,5/17/2009,5,False,45.0,251.0,0,6.0,36.0,1,1981,1974,2009,28,35,0,0,11,1,off_spin,Left-hand bat
"598027,2,05",4,0,"598027,2,05",315,201,2.0,0,1,20130420,0,2,4/20/2013,4,False,4.0,34.0,0,90.0,323.0,2,1984,1971,2013,29,42,0,1,5,1,off_spin,Right-hand bat
"501239,1,04",5,0,"501239,1,04",140,53,1.0,0,0,20110430,0,3,4/30/2011,5,False,61.0,282.0,0,41.0,154.0,1,1982,1977,2011,29,34,0,0,4,1,off_spin,Left-hand bat
"1082637,2,04",13,0,"1082637,2,04",296,147,4.0,0,0,20170507,3,12,5/7/2017,13,True,73.0,309.0,1,36.0,143.0,2,1987,1985,2017,30,32,1,0,4,0,pace,Right-hand bat
"548351,2,06",4,0,"548351,2,06",326,133,3.0,0,1,20120429,7,6,4/29/2012,4,False,59.0,353.0,0,11.0,34.0,2,1987,1988,2012,25,24,0,0,6,0,pace,Right-hand bat
"392233,1,03",5,0,"392233,1,03",188,2,1.0,0,0,20090516,7,0,5/16/2009,5,False,81.0,380.0,0,41.0,139.0,1,1974,1981,2009,35,28,0,0,3,0,pace,Right-hand bat
"501227,1,06",5,1,"501227,1,06",135,40,3.0,1,0,20110422,1,0,4/22/2011,6,False,106.0,597.0,0,5.0,46.0,1,1978,1982,2011,33,29,0,0,6,1,off_spin,Left-hand bat
"392233,2,17",14,0,"392233,2,17",82,56,4.0,0,1,20090516,0,7,5/16/2009,14,True,23.0,120.0,1,31.0,131.0,2,1987,1976,2009,22,33,0,0,17,0,pace,Right-hand bat
"729292,2,09",6,0,"729292,2,09",131,17,2.0,0,0,20140419,6,1,4/19/2014,6,False,61.0,377.0,0,96.0,318.0,2,1971,1989,2014,43,25,0,0,9,1,off_spin,Left-hand bat
"548362,2,01",10,0,"548362,2,01",29,2,1.0,0,0,20120507,5,0,5/7/2012,10,False,81.0,380.0,0,89.0,345.0,2,1974,1988,2012,38,24,0,0,1,0,pace,Right-hand bat
"980992,2,02",2,0,"980992,2,02",270,147,1.0,0,1,20160514,1,12,5/14/2016,2,False,73.0,309.0,0,41.0,128.0,2,1987,1987,2016,29,29,0,0,2,0,pace,Right-hand bat
"392201,1,12",3,1,"392201,1,12",179,20,4.0,0,0,20090427,7,2,4/27/2009,4,False,107.0,410.0,0,4.0,17.0,1,1986,1980,2009,23,29,0,0,12,0,pace,Right-hand bat
"419149,1,11",12,0,"419149,1,11",89,162,2.0,0,1,20100407,5,0,4/7/2010,12,True,100.0,414.0,1,76.0,274.0,1,1987,1984,2010,23,26,0,0,11,0,pace,Left-hand bat
"548383,1,17",9,0,"548383,1,17",190,31,5.0,1,0,20120522,5,0,5/22/2012,9,False,73.0,306.0,0,81.0,272.0,1,1981,1987,2012,31,25,0,0,17,0,pace,Right-hand bat
"392232,2,20",4,2,"392232,2,20",71,18,3.0,0,0,20090516,6,2,5/16/2009,6,False,36.0,130.0,0,118.0,341.0,2,1975,1980,2009,34,29,0,0,20,0,pace,Left-hand bat
"598071,2,05",7,3,"598071,2,05",14,208,3.0,1,0,20130518,3,6,5/18/2013,10,False,55.0,331.0,0,87.0,424.0,2,1981,1978,2013,32,35,0,1,5,0,pace,Right-hand bat
"829744,1,18",4,2,"829744,1,18",232,191,6.0,0,1,20150420,0,5,4/20/2015,6,False,26.0,94.0,0,93.0,324.0,1,1982,1985,2015,33,30,0,0,18,0,pace,Right-hand bat
"598023,2,16",8,0,"598023,2,16",136,191,5.0,0,0,20130417,10,9,4/17/2013,8,False,26.0,94.0,0,121.0,442.0,2,1982,1977,2013,31,36,0,1,16,1,leg_spin,Right-hand bat
"392202,1,18",7,0,"392202,1,18",174,42,7.0,1,0,20090427,0,6,4/27/2009,7,False,88.0,526.0,0,8.0,41.0,1,1981,1979,2009,28,30,0,0,18,1,off_spin,Left-hand bat
"548312,2,02",10,1,"548312,2,02",389,254,1.0,0,0,20120405,0,5,4/5/2012,11,False,30.0,201.0,0,6.0,18.0,2,1984,1993,2012,28,19,0,0,2,0,pace,Right-hand bat
"980978,2,05",1,0,"980978,2,05",429,413,3.0,2,1,20160508,10,6,5/8/2016,1,False,11.0,41.0,0,14.0,55.0,2,1993,1992,2016,23,24,0,0,5,0,pace,Left-hand bat
"729294,1,07",11,2,"729294,1,07",376,96,2.0,0,0,20140419,5,0,4/19/2014,13,True,69.0,343.0,1,1.0,9.0,1,1974,1988,2014,40,26,0,0,7,0,pace,Right-hand bat
"598047,2,09",19,0,"598047,2,09",163,46,1.0,0,0,20130502,1,9,5/2/2013,19,True,69.0,515.0,1,38.0,150.0,2,1987,1987,2013,26,26,0,1,9,0,pace,Right-hand bat
"548359,1,09",9,0,"548359,1,09",321,266,4.0,1,0,20120505,3,4,5/5/2012,9,False,8.0,53.0,0,27.0,91.0,1,1989,1993,2012,23,19,0,0,9,0,pace,Left-hand bat
"392242,1,01",0,0,"392242,1,01",188,40,1.0,0,2,20090522,7,5,5/22/2009,0,False,106.0,597.0,0,41.0,139.0,1,1978,1981,2009,31,28,0,0,1,0,pace,Left-hand bat
"336008,2,17",11,0,"336008,2,17",78,62,7.0,0,0,20080503,3,0,5/3/2008,11,False,48.0,183.0,0,14.0,60.0,2,1981,1989,2008,27,19,0,0,17,0,pace,Right-hand bat
"1082613,2,16",9,0,"1082613,2,16",315,21,4.0,0,0,20170421,0,12,4/21/2017,9,False,126.0,545.0,0,90.0,323.0,2,1978,1971,2017,39,46,1,0,16,1,off_spin,Left-hand bat
"501216,1,05",15,0,"501216,1,05",268,19,1.0,0,0,20110416,1,2,4/16/2011,15,True,59.0,308.0,1,2.0,12.0,1,1981,1985,2011,30,26,0,0,5,0,pace,Left-hand bat
"1082637,2,06",9,0,"1082637,2,06",364,410,4.0,0,0,20170507,3,12,5/7/2017,9,False,11.0,39.0,0,76.0,259.0,2,1987,1989,2017,30,28,1,0,6,0,pace,Left-hand bat
"548325,2,06",10,0,"548325,2,06",196,9,1.0,0,0,20120413,4,0,4/13/2012,10,False,47.0,406.0,0,27.0,80.0,2,1983,1982,2012,29,30,0,0,6,0,pace,Right-hand bat
"392238,1,04",4,0,"392238,1,04",242,183,1.0,1,1,20090520,0,4,5/20/2009,4,False,38.0,201.0,0,13.0,26.0,1,1974,1983,2009,35,26,0,0,4,0,pace,Right-hand bat
"501242,2,14",7,0,"501242,2,14",221,100,3.0,1,1,20110502,6,3,5/2/2011,7,False,67.0,337.0,0,58.0,200.0,2,1984,1986,2011,27,25,0,0,14,0,pace,Left-hand bat
"981008,1,04",15,0,"981008,1,04",371,187,1.0,0,0,20160520,5,10,5/20/2016,15,True,118.0,509.0,1,35.0,95.0,1,1979,1990,2016,37,26,0,0,4,0,pace,Left-hand bat
"548376,2,16",5,0,"548376,2,16",451,148,5.0,0,1,20120517,2,3,5/17/2012,5,False,4.0,17.0,0,22.0,62.0,2,1979,1981,2012,33,31,0,0,16,0,pace,Right-hand bat
"392193,2,19",15,1,"392193,2,19",165,8,6.0,1,0,20090422,7,1,4/22/2009,16,True,144.0,646.0,1,5.0,24.0,2,1975,1987,2009,34,22,0,0,19,0,pace,Right-hand bat
"392205,2,07",1,2,"392205,2,07",215,71,5.0,0,0,20090429,3,6,4/29/2009,3,False,36.0,143.0,0,13.0,35.0,2,1980,1986,2009,29,23,0,0,7,0,pace,Right-hand bat
"734022,1,19",10,2,"734022,1,19",80,57,4.0,0,0,20140519,4,6,5/19/2014,12,True,114.0,562.0,1,74.0,237.0,1,1975,1984,2014,39,30,0,0,19,0,pace,Right-hand bat
"501262,2,18",14,1,"501262,2,18",14,285,8.0,0,1,20110515,3,5,5/15/2011,15,True,3.0,8.0,1,87.0,424.0,2,1990,1978,2011,21,33,0,0,18,0,pace,Left-hand bat
"501228,2,19",7,0,"501228,2,19",296,264,7.0,1,0,20110423,5,3,4/23/2011,7,False,1.0,4.0,0,36.0,143.0,2,1982,1985,2011,29,26,0,0,19,0,pace,Right-hand bat
"548380,1,18",4,0,"548380,1,18",299,276,4.0,1,1,20120519,9,0,5/19/2012,4,False,14.0,58.0,0,98.0,333.0,1,1983,1984,2012,29,28,0,0,18,0,pace,Left-hand bat
"733992,1,07",7,0,"733992,1,07",147,305,3.0,1,0,20140507,2,3,5/7/2014,7,False,42.0,119.0,0,23.0,90.0,1,1989,1987,2014,25,27,0,0,7,0,pace,Right-hand bat
"548346,2,01",3,0,"548346,2,01",314,96,1.0,0,0,20120426,7,9,4/26/2012,3,False,69.0,343.0,0,11.0,61.0,2,1974,1988,2012,38,24,0,0,1,1,off_spin,Right-hand bat
"501254,1,20",6,2,"501254,1,20",32,109,5.0,1,0,20110509,4,2,5/9/2011,8,False,26.0,96.0,0,87.0,313.0,1,1984,1980,2011,27,31,0,0,20,0,pace,Left-hand bat
"392196,1,16",13,0,"392196,1,16",29,9,3.0,0,0,20090424,3,1,4/24/2009,13,True,47.0,406.0,1,89.0,345.0,1,1983,1988,2009,26,21,0,0,16,0,pace,Right-hand bat
"548335,1,01",6,0,"548335,1,01",83,303,1.0,0,0,20120419,9,2,4/19/2012,6,False,27.0,190.0,0,36.0,192.0,1,1988,1988,2012,24,24,0,0,1,1,off_spin,Right-hand bat
"392223,1,02",2,1,"392223,1,02",81,133,2.0,0,1,20090510,1,6,5/10/2009,3,False,59.0,353.0,0,105.0,354.0,1,1987,1977,2009,22,32,0,0,2,0,pace,Right-hand bat
"980922,2,14",3,0,"980922,2,14",413,254,1.0,1,0,20160416,6,12,4/16/2016,3,False,30.0,201.0,0,15.0,72.0,2,1984,1993,2016,32,23,0,0,14,1,off_spin,Right-hand bat
"980918,2,14",11,0,"980918,2,14",412,355,1.0,1,0,20160415,3,5,4/15/2016,11,False,12.0,99.0,0,3.0,18.0,2,1990,1991,2016,26,25,0,0,14,1,leg_spin,Left-hand bat
"392210,2,08",9,1,"392210,2,08",131,182,3.0,0,0,20090502,7,4,5/2/2009,10,False,3.0,14.0,0,96.0,318.0,2,1983,1989,2009,26,20,0,0,8,1,off_spin,Left-hand bat
"729316,2,16",2,1,"729316,2,16",299,147,1.0,0,2,20140427,10,2,4/27/2014,3,False,73.0,309.0,0,98.0,333.0,2,1987,1984,2014,27,30,0,0,16,0,pace,Right-hand bat
"501250,1,10",10,0,"501250,1,10",31,19,1.0,0,0,20110507,0,2,5/7/2011,10,False,59.0,308.0,0,42.0,190.0,1,1981,1981,2011,30,30,0,0,10,1,off_spin,Left-hand bat
"419148,2,01",8,1,"419148,2,01",77,224,1.0,0,0,20100407,3,4,4/7/2010,9,False,7.0,32.0,0,37.0,148.0,2,1971,1984,2010,39,26,0,0,1,0,pace,Left-hand bat
"598058,2,15",2,0,"598058,2,15",315,36,7.0,1,0,20130509,0,9,5/9/2013,2,False,1.0,10.0,0,90.0,323.0,2,1982,1971,2013,31,42,0,1,15,1,off_spin,Right-hand bat
"548354,2,11",6,0,"548354,2,11",32,158,2.0,0,1,20120501,4,5,5/1/2012,6,False,26.0,126.0,0,87.0,313.0,2,1974,1980,2012,38,32,0,0,11,0,pace,Right-hand bat
"392234,2,09",7,0,"392234,2,09",67,97,2.0,0,0,20090517,3,7,5/17/2009,7,False,19.0,143.0,0,123.0,430.0,2,1978,1981,2009,31,28,0,0,9,1,leg_spin,Right-hand bat
"419167,2,18",4,1,"419167,2,18",194,52,5.0,0,1,20100421,6,1,4/21/2010,5,False,32.0,138.0,0,143.0,432.0,2,1971,1983,2010,39,27,0,0,18,0,pace,Right-hand bat
"335989,2,01",8,0,"335989,2,01",126,40,1.0,0,0,20080419,4,5,4/19/2008,8,False,106.0,597.0,0,68.0,227.0,2,1978,1987,2008,30,21,0,0,1,0,pace,Left-hand bat
"548385,2,14",9,0,"548385,2,14",186,183,6.0,0,1,20120525,2,5,5/25/2012,9,False,38.0,201.0,0,46.0,182.0,2,1974,1986,2012,38,26,0,0,14,1,off_spin,Right-hand bat
"598045,2,06",2,0,"598045,2,06",315,187,4.0,1,0,20130501,0,5,5/1/2013,2,False,118.0,509.0,0,90.0,323.0,2,1979,1971,2013,34,42,0,1,6,1,off_spin,Left-hand bat
"598069,2,08",7,0,"598069,2,08",83,329,3.0,0,1,20130506,1,3,5/6/2013,7,False,7.0,44.0,0,36.0,192.0,2,1984,1988,2013,29,25,0,1,8,1,off_spin,Right-hand bat
"598051,1,07",9,0,"598051,1,07",35,133,2.0,0,1,20130505,2,6,5/5/2013,9,False,59.0,353.0,0,83.0,325.0,1,1987,1985,2013,26,28,0,1,7,1,off_spin,Right-hand bat
"829792,1,01",13,0,"829792,1,01",394,42,1.0,0,0,20150507,4,10,5/7/2015,13,True,88.0,526.0,0,6.0,33.0,1,1981,1988,2015,34,27,0,0,1,1,off_spin,Left-hand bat
"419117,1,12",8,0,"419117,1,12",124,161,1.0,0,0,20100316,1,3,3/16/2010,8,False,17.0,97.0,0,42.0,163.0,1,1979,1987,2010,31,23,0,0,12,1,leg_spin,Right-hand bat
"981004,1,06",10,0,"981004,1,06",374,8,2.0,0,0,20160518,3,1,5/18/2016,10,False,144.0,646.0,0,54.0,209.0,1,1975,1993,2016,41,23,0,0,6,1,off_spin,Right-hand bat
"392237,1,10",5,0,"392237,1,10",124,110,4.0,0,0,20090519,1,5,5/19/2009,5,False,88.0,369.0,0,42.0,163.0,1,1979,1987,2009,30,22,0,0,10,1,leg_spin,Right-hand bat
"1082649,2,14",12,2,"1082649,2,14",344,413,4.0,1,0,20170519,0,6,5/19/2017,14,True,11.0,41.0,1,8.0,29.0,2,1993,1993,2017,24,24,1,0,14,0,pace,Left-hand bat
"734034,1,04",2,0,"734034,1,04",166,303,2.0,0,1,20140522,10,2,5/22/2014,2,False,27.0,190.0,0,50.0,174.0,1,1988,1983,2014,26,31,0,0,4,1,leg_spin,Right-hand bat
"419134,1,19",10,0,"419134,1,19",109,230,5.0,1,1,20100328,2,4,3/28/2010,10,False,8.0,28.0,0,83.0,288.0,1,1984,1984,2010,26,26,0,0,19,0,pace,Right-hand bat
"501221,2,02",17,0,"501221,2,02",258,187,1.0,0,0,20110419,7,5,4/19/2011,17,True,118.0,509.0,1,31.0,119.0,2,1979,1985,2011,32,26,0,0,2,0,pace,Left-hand bat
"548358,1,08",6,1,"548358,1,08",299,2,2.0,0,0,20120505,9,0,5/5/2012,7,False,81.0,380.0,0,98.0,333.0,1,1974,1984,2012,38,28,0,0,8,0,pace,Right-hand bat
"598041,2,08",15,0,"598041,2,08",83,351,3.0,1,0,20130429,1,4,4/29/2013,15,True,37.0,201.0,1,36.0,192.0,2,1985,1988,2013,28,25,0,1,8,1,off_spin,Right-hand bat
"598072,1,02",5,0,"598072,1,02",190,46,1.0,0,0,20130519,5,9,5/19/2013,5,False,69.0,515.0,0,81.0,272.0,1,1987,1987,2013,26,26,0,1,2,0,pace,Right-hand bat
"419169,1,07",0,0,"419169,1,07",94,56,5.0,0,1,20100424,1,7,4/24/2010,0,False,23.0,120.0,0,87.0,345.0,1,1987,1986,2010,23,24,0,0,7,0,pace,Right-hand bat
"419132,1,13",10,0,"419132,1,13",66,87,4.0,0,0,20100327,3,0,3/27/2010,10,False,39.0,238.0,0,28.0,147.0,1,1985,1988,2010,25,22,0,0,13,0,pace,Right-hand bat
"419163,1,10",4,0,"419163,1,10",63,31,3.0,1,0,20100417,0,4,4/17/2010,4,False,73.0,306.0,0,15.0,54.0,1,1981,1977,2010,29,33,0,0,10,0,pace,Right-hand bat
"980972,1,18",7,0,"980972,1,18",73,35,7.0,0,0,20160506,10,12,5/6/2016,7,False,43.0,234.0,0,101.0,320.0,1,1985,1981,2016,31,35,0,0,18,0,pace,Left-hand bat
"392228,2,05",0,0,"392228,2,05",116,57,3.0,0,1,20090513,5,7,5/13/2009,0,False,114.0,562.0,0,38.0,132.0,2,1975,1982,2009,34,27,0,0,5,0,pace,Right-hand bat
"981006,1,10",1,0,"981006,1,10",147,31,5.0,0,1,20160519,12,0,5/19/2016,1,False,73.0,306.0,0,23.0,90.0,1,1981,1987,2016,35,29,0,0,10,0,pace,Right-hand bat
"336002,2,06",9,0,"336002,2,06",84,46,4.0,1,0,20080429,0,6,4/29/2008,9,False,69.0,515.0,0,51.0,273.0,2,1987,1988,2008,21,20,0,0,6,0,pace,Right-hand bat
"392203,1,11",3,0,"392203,1,11",126,110,3.0,0,0,20090428,4,5,4/28/2009,3,False,88.0,369.0,0,68.0,227.0,1,1979,1987,2009,30,22,0,0,11,0,pace,Right-hand bat
"501247,1,14",3,1,"501247,1,14",31,64,4.0,0,0,20110505,0,8,5/5/2011,4,False,49.0,246.0,0,42.0,190.0,1,1987,1981,2011,24,30,0,0,14,1,off_spin,Right-hand bat
"501268,2,12",11,0,"501268,2,12",126,32,1.0,0,0,20110520,6,4,5/20/2011,11,False,69.0,293.0,0,68.0,227.0,2,1980,1987,2011,31,24,0,0,12,0,pace,Right-hand bat
"336006,1,11",16,0,"336006,1,11",41,108,3.0,0,0,20080502,5,2,5/2/2008,16,True,5.0,20.0,1,5.0,23.0,1,1981,1985,2008,27,23,0,0,11,1,off_spin,Left-hand bat
"419128,1,11",8,0,"419128,1,11",109,8,5.0,1,0,20100323,2,1,3/23/2010,8,False,144.0,646.0,0,83.0,288.0,1,1975,1984,2010,35,26,0,0,11,0,pace,Right-hand bat
"829802,1,14",14,0,"829802,1,14",89,2,2.0,0,0,20150510,4,2,5/10/2015,14,True,81.0,380.0,1,76.0,274.0,1,1974,1984,2015,41,31,0,0,14,0,pace,Right-hand bat
"548341,2,11",12,1,"548341,2,11",311,204,3.0,0,0,20120423,1,4,4/23/2012,13,True,12.0,64.0,1,33.0,114.0,2,1980,1990,2012,32,22,0,0,11,0,pace,Right-hand bat
"501226,2,09",15,0,"501226,2,09",57,19,1.0,0,0,20110422,6,2,4/22/2011,15,True,59.0,308.0,1,11.0,54.0,2,1981,1975,2011,30,36,0,0,9,1,off_spin,Left-hand bat
"980964,1,08",9,0,"980964,1,08",67,8,3.0,0,0,20160502,0,1,5/2/2016,9,False,144.0,646.0,0,123.0,430.0,1,1975,1981,2016,41,35,0,0,8,1,leg_spin,Right-hand bat
"336029,2,08",5,1,"336029,2,08",48,111,5.0,0,0,20080518,6,7,5/18/2008,6,False,0.0,5.0,0,8.0,39.0,2,1987,1973,2008,21,35,0,0,8,0,pace,Right-hand bat
"419136,1,14",17,1,"419136,1,14",82,187,1.0,0,0,20100329,0,5,3/29/2010,18,True,118.0,509.0,1,31.0,131.0,1,1979,1976,2010,31,34,0,0,14,0,pace,Left-hand bat
"598005,2,09",6,0,"598005,2,09",280,307,3.0,0,1,20130405,10,9,4/5/2013,6,False,4.0,23.0,0,30.0,119.0,2,1990,1980,2013,23,33,0,1,9,0,pace,Right-hand bat
"548323,2,03",7,0,"548323,2,03",175,303,2.0,0,0,20120412,1,2,4/12/2012,7,False,27.0,190.0,0,30.0,131.0,2,1988,1979,2012,24,33,0,0,3,1,off_spin,Right-hand bat
"829714,2,13",11,0,"829714,2,13",377,320,6.0,0,0,20150410,4,3,4/10/2015,11,False,47.0,181.0,0,25.0,110.0,2,1975,1990,2015,40,25,0,0,13,0,pace,Left-hand bat
"598065,1,12",5,1,"598065,1,12",50,340,3.0,0,0,20130513,6,10,5/13/2013,6,False,5.0,53.0,0,123.0,487.0,1,1990,1974,2013,23,39,0,1,12,1,off_spin,Right-hand bat
"734052,2,13",3,0,"734052,2,13",333,35,5.0,1,2,20140530,3,2,5/30/2014,3,False,43.0,234.0,0,37.0,125.0,2,1985,1988,2014,29,26,0,0,13,0,pace,Left-hand bat
"598067,1,18",11,0,"598067,1,18",368,20,4.0,1,0,20130514,5,2,5/14/2013,11,False,107.0,410.0,0,21.0,71.0,1,1986,1988,2013,27,25,0,1,18,0,pace,Right-hand bat
"598054,1,20",14,0,"598054,1,20",310,237,6.0,0,0,20130507,4,5,5/7/2013,14,True,26.0,103.0,1,62.0,209.0,1,1983,1990,2013,30,23,0,1,20,0,pace,Right-hand bat
"548355,1,05",1,0,"548355,1,05",14,8,2.0,0,0,20120502,3,1,5/2/2012,1,False,144.0,646.0,0,87.0,424.0,1,1975,1978,2012,37,34,0,0,5,0,pace,Right-hand bat
"392232,1,13",5,0,"392232,1,13",21,154,3.0,0,0,20090516,2,6,5/16/2009,5,False,62.0,289.0,0,27.0,152.0,1,1977,1978,2009,32,31,0,0,13,1,off_spin,Left-hand bat
"335988,2,05",10,0,"335988,2,05",22,25,2.0,0,0,20080419,2,3,4/19/2008,10,False,11.0,45.0,0,10.0,40.0,2,1977,1980,2008,31,28,0,0,5,0,pace,Right-hand bat
"598053,1,09",6,0,"598053,1,09",83,26,3.0,1,0,20130409,1,10,4/9/2013,6,False,45.0,251.0,0,36.0,192.0,1,1981,1988,2013,32,25,0,1,9,1,off_spin,Left-hand bat
"729294,2,01",9,1,"729294,2,01",81,185,1.0,0,1,20140419,0,5,4/19/2014,10,False,55.0,357.0,0,105.0,354.0,2,1980,1977,2014,34,37,0,0,1,0,pace,Right-hand bat
"829814,2,10",9,0,"829814,2,10",374,303,3.0,0,0,20150516,3,2,5/16/2015,9,False,27.0,190.0,0,54.0,209.0,2,1988,1993,2015,27,22,0,0,10,1,off_spin,Right-hand bat
"829778,2,20",4,2,"829778,2,20",14,35,8.0,0,0,20150502,10,2,5/2/2015,6,False,43.0,234.0,0,87.0,424.0,2,1985,1978,2015,30,37,0,0,20,0,pace,Left-hand bat
"1082606,2,16",9,0,"1082606,2,16",35,57,4.0,0,0,20170416,12,6,4/16/2017,9,False,114.0,562.0,0,83.0,325.0,2,1975,1985,2017,42,32,1,0,16,1,off_spin,Right-hand bat
"729318,2,01",2,0,"729318,2,01",378,203,1.0,0,0,20140428,1,3,4/28/2014,2,False,7.0,73.0,0,32.0,97.0,2,1978,1987,2014,36,27,0,0,1,0,pace,Right-hand bat
"501212,1,12",9,0,"501212,1,12",83,104,5.0,0,0,20110413,9,8,4/13/2011,9,False,34.0,188.0,0,36.0,192.0,1,1984,1988,2011,27,23,0,0,12,1,off_spin,Right-hand bat
"501209,2,06",14,0,"501209,2,06",177,6,2.0,0,0,20110412,5,4,4/12/2011,14,True,37.0,319.0,1,21.0,74.0,2,1978,1983,2011,33,28,0,0,6,1,off_spin,Right-hand bat
"336007,2,15",3,0,"336007,2,15",61,10,5.0,0,0,20080525,7,1,5/25/2008,3,False,25.0,117.0,0,84.0,299.0,2,1976,1984,2008,32,24,0,0,15,0,pace,Right-hand bat
"548385,2,13",3,1,"548385,2,13",71,64,1.0,1,0,20120525,2,5,5/25/2012,4,False,49.0,246.0,0,118.0,341.0,2,1987,1980,2012,25,32,0,0,13,0,pace,Right-hand bat
"548329,2,06",12,0,"548329,2,06",196,8,3.0,2,0,20120415,4,1,4/15/2012,12,True,144.0,646.0,1,27.0,80.0,2,1975,1982,2012,37,30,0,0,6,0,pace,Right-hand bat
"548353,1,15",19,0,"548353,1,15",307,26,4.0,0,0,20120501,9,7,5/1/2012,19,True,45.0,251.0,1,9.0,36.0,1,1981,1990,2012,31,22,0,0,15,1,off_spin,Left-hand bat
"501239,1,01",3,0,"501239,1,01",66,53,1.0,0,0,20110430,0,3,4/30/2011,3,False,61.0,282.0,0,28.0,147.0,1,1982,1988,2011,29,23,0,0,1,0,pace,Left-hand bat
"419156,1,18",4,0,"419156,1,18",124,56,6.0,0,1,20100412,1,7,4/12/2010,4,False,23.0,120.0,0,42.0,163.0,1,1987,1987,2010,23,23,0,0,18,1,leg_spin,Right-hand bat
"734042,1,02",1,4,"734042,1,02",81,42,3.0,1,0,20140524,0,10,5/24/2014,5,False,88.0,526.0,0,105.0,354.0,1,1981,1977,2014,33,37,0,0,2,0,pace,Left-hand bat
"548326,1,11",15,2,"548326,1,11",232,258,4.0,1,0,20120419,5,7,4/19/2012,17,True,11.0,50.0,1,93.0,324.0,1,1985,1985,2012,27,27,0,0,11,0,pace,Right-hand bat
"548369,2,09",7,0,"548369,2,09",29,19,1.0,0,0,20120512,5,2,5/12/2012,7,False,59.0,308.0,0,89.0,345.0,2,1981,1988,2012,31,24,0,0,9,0,pace,Left-hand bat
"980942,2,01",2,1,"980942,2,01",382,147,1.0,0,0,20160424,1,12,4/24/2016,3,False,73.0,309.0,0,68.0,201.0,2,1987,1985,2016,29,31,0,0,1,1,leg_spin,Right-hand bat
"501244,2,13",11,0,"501244,2,13",89,112,6.0,0,0,20110503,0,7,5/3/2011,11,False,8.0,50.0,0,76.0,274.0,2,1974,1984,2011,37,27,0,0,13,0,pace,Right-hand bat
"501276,2,02",9,0,"501276,2,02",109,8,3.0,1,0,20110528,2,1,5/28/2011,9,False,144.0,646.0,0,83.0,288.0,2,1975,1984,2011,36,27,0,0,2,0,pace,Right-hand bat
"392218,2,02",2,0,"392218,2,02",9,183,2.0,0,0,20090507,1,4,5/7/2009,2,False,38.0,201.0,0,70.0,291.0,2,1974,1983,2009,35,26,0,0,2,0,pace,Right-hand bat
"392226,1,12",4,1,"392226,1,12",12,4,4.0,0,0,20090512,1,0,5/12/2009,5,False,29.0,170.0,0,7.0,32.0,1,1980,1977,2009,29,32,0,0,12,0,pace,Right-hand bat
"419142,2,08",12,0,"419142,2,08",109,183,2.0,0,2,20100403,2,4,4/3/2010,12,True,38.0,201.0,1,83.0,288.0,2,1974,1984,2010,36,26,0,0,8,0,pace,Right-hand bat
"392206,1,15",6,0,"392206,1,15",116,178,5.0,0,1,20090430,5,7,4/30/2009,6,False,18.0,91.0,0,38.0,132.0,1,1990,1982,2009,19,27,0,0,15,0,pace,Right-hand bat
"501221,2,20",9,0,"501221,2,20",258,25,7.0,0,1,20110419,7,5,4/19/2011,9,False,11.0,45.0,0,31.0,119.0,2,1977,1985,2011,34,26,0,0,20,0,pace,Right-hand bat
"980934,2,11",4,0,"980934,2,11",35,42,2.0,0,0,20160421,12,10,4/21/2016,4,False,88.0,526.0,0,83.0,325.0,2,1981,1985,2016,35,31,0,0,11,1,off_spin,Left-hand bat
"336003,2,12",8,2,"336003,2,12",86,6,5.0,0,0,20080430,5,1,4/30/2008,10,False,37.0,319.0,0,2.0,9.0,2,1978,1985,2008,30,23,0,0,12,1,off_spin,Right-hand bat
